"X1","X2"
"Clementino","JUNIOR CALLY"
"Clementino","Real Talk"
"Clementino","Rocco Hunt"
"Clementino","Rocco Hunt"
"Clementino","Peppe Soks"
"Clementino","GionnyScandal"
"Clementino","Hyst"
"Clementino","Achille Lauro"
"Clementino","Achille Lauro"
"Clementino","Ensi"
"Clementino","TY1"
"Clementino","Le Scimmie (Vale Lambo & Lele Blade & Yung Snapp)"
"Clementino","Fausto Leali"
"Clementino","Briga"
"Clementino","Le Scimmie (Vale Lambo & Lele Blade & Yung Snapp)"
"Clementino","Ntò"
"Clementino","Giuliano Palma"
"Clementino","DJ 2P"
"Clementino","Mondo Marcio"
"Clementino","Rocco Hunt"
"Clementino","Rocco Hunt"
"Clementino","Fabri Fibra"
"Clementino","Emis Killa"
"Clementino","Don Joe"
"Clementino","Fabri Fibra"
"Clementino","Gemitaiz"
"Clementino","Night Skinny"
"Clementino","Rocco Hunt"
"Clementino","Luchè"
"Clementino","Gemitaiz"
"Clementino","Franco Ricciardi"
"Clementino","Franco Ricciardi"
"Clementino","Nico Desideri"
"Clementino","99 Posse"
"Clementino","Chicoria"
"Clementino","Rocco Hunt"
"Clementino","Sal Da Vinci"
"Clementino","Sal Da Vinci"
"Clementino","Rocco Hunt"
"Clementino","Boomdabash"
"Clementino","Franco Ricciardi"
"Clementino","Franco Ricciardi"
"Clementino","Ntò"
"Clementino","Guè"
"Clementino","Fritz Da Cat"
"Clementino","Ghemon"
"Clementino","GionnyScandal"
"Clementino","Stokka & Madbuddy"
"Clementino","99 Posse"
"Fasma","Nashley"
"Peppe Soks","Eris Gacha"
"Peppe Soks","O'Tsunami"
"Peppe Soks","Astol"
"Peppe Soks","Livio Cori"
"Peppe Soks","Livio Cori"
"Peppe Soks","Niko Pandetta"
"Peppe Soks","Vaz Tè"
"Peppe Soks","Highsnob"
"Peppe Soks","Nico Desideri"
"Peppe Soks","Niko Pandetta"
"Peppe Soks","Palù"
"Olly","Jack Out"
"Olly","Jack Out"
"Olly","Jack Out"
"Olly","Alfa"
"Olly","Alfa"
"Disme","Inoki"
"Disme","Inoki"
"Disme","Cromo"
"Disme","Izi"
"Disme","Bresh"
"Disme","Tedua"
"Disme","Vaz Tè"
"Disme","G.bit"
"Gianni Bismark","Nex Cassel"
"Gianni Bismark","Nex Cassel"
"Gianni Bismark","Ugo Borghetti"
"Gianni Bismark","Side Baby"
"Gianni Bismark","Nerone"
"Gianni Bismark","Pretty Solero"
"Gianni Bismark","Dani Faiv"
"Gianni Bismark","Dani Faiv"
"Gianni Bismark","Ntò"
"Gianni Bismark","Vaz Tè"
"Gianni Bismark","Drone126"
"Skinny","Peppe Soks"
"Articolo 31","J-AX"
"Theø","Alvis"
"Theø","Jack Out"
"Vaz Tè","Peppe Soks"
"Vaz Tè","Izi"
"Vaz Tè","Bresh"
"Vaz Tè","Young Slash"
"Vaz Tè","Tedua"
"Vaz Tè","Tedua"
"Vaz Tè","Vacca"
"Vaz Tè","Egreen"
"Vaz Tè","Bresh"
"Vaz Tè","Santana MOE"
"Vaz Tè","Santana MOE"
"Vaz Tè","Cromo"
"Vaz Tè","Jack Out"
"Tenth Sky","Zeta"
"Tenth Sky","Zeta"
"Enzo Dong","Clementino"
"Enzo Dong","Gigi D'Alessio"
"Enzo Dong","Baby K"
"Enzo Dong","MV Killa"
"Enzo Dong","Livio Cori"
"Enzo Dong","Livio Cori"
"Enzo Dong","Nicola Siciliano"
"Enzo Dong","Highsnob"
"Enzo Dong","Gigi D'Alessio"
"Enzo Dong","Livio Cori"
"Enzo Dong","Nicola Siciliano"
"Enzo Dong","Franco Ricciardi"
"Enzo Dong","Real Talk"
"Enzo Dong","Guè"
"Enzo Dong","Izi"
"Enzo Dong","3D"
"Enzo Dong","Dark Polo Gang"
"Enzo Dong","Franco Ricciardi"
"Enzo Dong","Franco Ricciardi"
"L'Elfo","Warez"
"L'Elfo","Jangy Leeon"
"L'Elfo","En?gma"
"L'Elfo","En?gma"
"L'Elfo","DJ Fede"
"L'Elfo","Ntò"
"L'Elfo","Jangy Leeon"
"L'Elfo","Cromo"
"L'Elfo","Niko Pandetta"
"L'Elfo","Niko Pandetta"
"L'Elfo","Vacca"
"L'Elfo","Real Talk"
"L'Elfo","Vacca"
"L'Elfo","Niko Pandetta"
"L'Elfo","Nerone"
"L'Elfo","Vacca"
"L'Elfo","Biggie Paul"
"L'Elfo","Egreen"
"Hell Raton","En?gma"
"Hell Raton","En?gma"
"Hell Raton","BLOODY VINYL"
"Hell Raton","Dani Faiv"
"Hell Raton","Dani Faiv"
"Hell Raton","MACHETE"
"GionnyScandal","Max Pezzali"
"GionnyScandal","DJ Fede"
"Bl4ir","Niko Pandetta"
"Bl4ir","Niko Pandetta"
"Bl4ir","Astol"
"Bl4ir","Gigi D'Alessio"
"Dat Boi Dee","Clementino"
"Dat Boi Dee","Samurai Jay"
"Dat Boi Dee","Neves17"
"Dat Boi Dee","Highsnob"
"Dat Boi Dee","Lucariello"
"Dat Boi Dee","Lucariello"
"Ntò","O'Tsunami"
"Ntò","Guè"
"Ntò","L'Elfo"
"Ntò","Gianni Bismark"
"Ntò","Gianni Bismark"
"Ntò","Lucariello"
"Ntò","Jamil"
"Ntò","Christian Revo"
"Ntò","Jack The Smoker"
"Ntò","Clementino"
"Ntò","Clementino"
"Ntò","Clementino"
"Ntò","Guè"
"Ntò","Jake La Furia"
"Ntò","Vacca"
"Ntò","Franco Ricciardi"
"Ntò","Guè"
"Ntò","Don Joe"
"Tony Boy","Kid Yugi"
"Tony Boy","SAC1"
"Tony Boy","SAC1"
"Tony Boy","Slings"
"Tony Boy","Nashley"
"Cicco Sanchez","Axos"
"Cicco Sanchez","Xelfer"
"Cicco Sanchez","DUNBO"
"Cicco Sanchez","Fred De Palma"
"Cicco Sanchez","Fred De Palma"
"Ugo Borghetti","Joe Scacchi"
"Ugo Borghetti","Chicoria"
"Ugo Borghetti","Gionni Gioielli"
"Ugo Borghetti","Tommy Toxxic"
"Ugo Borghetti","Joe Scacchi"
"Ugo Borghetti","Massimo Pericolo"
"Ugo Borghetti","Massimo Pericolo"
"Ugo Borghetti","Drone126"
"Ugo Borghetti","Drone126"
"Ugo Borghetti","Carl Brave"
"Ugo Borghetti","Drone126"
"Ugo Borghetti","Pretty Solero"
"TOMMY DALI","Rkomi"
"TOMMY DALI","Rkomi"
"TOMMY DALI","Novelo"
"TOMMY DALI","Rkomi"
"TOMMY DALI","Mose"
"Bassi Maestro","En?gma"
"Bassi Maestro","En?gma"
"Bassi Maestro","Babaman"
"Bassi Maestro","En?gma"
"Bassi Maestro","Inoki"
"Bassi Maestro","DJ Fastcut"
"Bassi Maestro","DJ Fede"
"Bassi Maestro","DJ Fede"
"Bassi Maestro","Mondo Marcio"
"Bassi Maestro","Emis Killa"
"Bassi Maestro","BLOODY VINYL"
"Bassi Maestro","DJ Fede"
"Bassi Maestro","Fratelli Quintale"
"Bassi Maestro","Mondo Marcio"
"Bassi Maestro","Mondo Marcio"
"Bassi Maestro","DJ Fede"
"Bassi Maestro","Gemitaiz"
"Bassi Maestro","Mr. Phil"
"Bassi Maestro","Fritz Da Cat"
"Bassi Maestro","Emis Killa"
"Bassi Maestro","Mondo Marcio"
"Bassi Maestro","Mecna"
"Bassi Maestro","Zampa"
"Bassi Maestro","Don Joe"
"Bassi Maestro","Jack The Smoker"
"Bassi Maestro","Piotta"
"Bassi Maestro","Mr. Phil"
"Bassi Maestro","Ape"
"Bassi Maestro","Zampa"
"Bassi Maestro","Mondo Marcio"
"Bassi Maestro","Mondo Marcio"
"Bassi Maestro","DJ Shocca"
"Bassi Maestro","Mondo Marcio"
"Bassi Maestro","Babaman"
"Bassi Maestro","Ape"
"Bassi Maestro","Microspasmi"
"Bassi Maestro","Sottotono"
"Skioffi","DJ Matrix"
"Skioffi","Vacca"
"Piccolo G","Venz"
"Piccolo G","Izi"
"DJ Shocca","Egreen"
"DJ Shocca","Egreen"
"DJ Shocca","8blevrai"
"DJ Shocca","Inoki"
"DJ Shocca","DJ Fede"
"DJ Shocca","Inoki"
"DJ Shocca","MxRxGxA"
"DJ Shocca","En?gma"
"DJ Shocca","Frank Siciliano"
"DJ Shocca","Gionni Gioielli"
"DJ Shocca","DJ Fede"
"DJ Shocca","DJ Fede"
"DJ Shocca","DJ Fede"
"DJ Shocca","Mr. Phil"
"DJ Shocca","Stokka & Madbuddy"
"DJ Shocca","Don Joe"
"DJ Shocca","Raige"
"Generic Animal","Ketama126"
"Generic Animal","Ketama126"
"Generic Animal","Mecna"
"Generic Animal","Massimo Pericolo"
"Generic Animal","Massimo Pericolo"
"Generic Animal","Pretty Solero"
"Generic Animal","Ketama126"
"Ex-Otago","Fabrizio De André"
"Ex-Otago","Max Pezzali"
"Eris Gacha","O'Tsunami"
"Ghemon","Deda"
"Ghemon","Danti"
"Ghemon","Inoki"
"Ghemon","lowlow"
"Ghemon","Mecna"
"Ghemon","lowlow"
"Ghemon","Two Fingerz"
"Ghemon","Axos"
"Ghemon","Elodie"
"Ghemon","En?gma"
"Ghemon","En?gma"
"Ghemon","Mecna"
"Ghemon","Claver Gold"
"Ghemon","Murubutu"
"Ghemon","DJ 2P"
"Ghemon","AINÉ"
"Ghemon","Mondo Marcio"
"Ghemon","Livio Cori"
"Ghemon","Frank Siciliano"
"Ghemon","Night Skinny"
"Ghemon","DJ Shocca"
"Ghemon","DJ Fede"
"Ghemon","Louis Dee"
"Ghemon","Mr. Phil"
"Ghemon","Fritz Da Cat"
"Ghemon","Johnny Marsiglia"
"Ghemon","Mecna"
"Ghemon","Stokka & Madbuddy"
"Ghemon","Mistaman"
"Ghemon","Bassi Maestro"
"Ghemon","Dargen D'Amico"
"Ghemon","Primo Squarta"
"Ghemon","Bassi Maestro"
"Ghemon","Bassi Maestro"
"Piotta","Metal Carter"
"Piotta","Punkreas"
"Piotta","Lo Stato Sociale"
"Piotta","Punkreas"
"Piotta","Cor Veleno"
"Neves17","Wayne Santana"
"Shama24k","KONTI flowerchild"
"Shama24k","KONTI flowerchild"
"Shama24k","Bohème"
"Shama24k","Bohème"
"Frankie HI-NRG MC","DJ Fastcut"
"Frankie HI-NRG MC","Jovanotti"
"Frankie HI-NRG MC","Fiorella Mannoia"
"Frankie HI-NRG MC","Fiorella Mannoia"
"Frankie HI-NRG MC","Fiorella Mannoia"
"Frankie HI-NRG MC","Raf"
"99 Posse","Francesco Di Bella"
"99 Posse","Banda Bassotti"
"99 Posse","Lo Stato Sociale"
"Livio Cori","Eris Gacha"
"Livio Cori","Neffa"
"Livio Cori","JUNIOR CALLY"
"Livio Cori","JUNIOR CALLY"
"Livio Cori","Fred De Palma"
"Livio Cori","Highsnob"
"Moderup","Niko Pandetta"
"Moderup","Niko Pandetta"
"Moderup","Oro Bianco"
"DOXX","Jack Out"
"DOXX","Jack Out"
"DOXX","Jack Out"
"DOXX","Kiira"
"DOXX","Kiira"
"Cor Veleno","DJ Fede"
"Cor Veleno","DJ Fede"
"Colle Der Fomento","Kaos"
"Colle Der Fomento","Brokenspeakers"
"Colle Der Fomento","Night Skinny"
"Colle Der Fomento","Brokenspeakers"
"Colle Der Fomento","Mr. Phil"
"Mistaman","Deda"
"Mistaman","Jangy Leeon"
"Mistaman","Frank Siciliano"
"Mistaman","J-AX"
"Mistaman","Zampa"
"Mistaman","Egreen"
"Mistaman","Louis Dee"
"Mistaman","Frank Siciliano"
"Mistaman","Hyst"
"Mistaman","Hyst"
"Mistaman","DJ Shocca"
"Mistaman","DJ Fede"
"Mistaman","DJ Fede"
"Mistaman","DJ Fede"
"Mistaman","Ghemon"
"Mistaman","Johnny Marsiglia"
"Mistaman","Mecna"
"Mistaman","J-AX"
"Mistaman","DJ Shocca"
"Mistaman","Stokka & Madbuddy"
"Mistaman","Bassi Maestro"
"Funk Shui Project","Carlo Corallo"
"Fritz Da Cat","Danti"
"Fritz Da Cat","MACE"
"Fritz Da Cat","MACE"
"Fritz Da Cat","Microspasmi"
"Fritz Da Cat","Emis Killa"
"Fritz Da Cat","Clementino"
"Fritz Da Cat","Salmo"
"yuks","Decrow"
"Foja","Daniele Sepe"
"Lucariello","Fabri Fibra"
"Lucariello","Fabri Fibra"
"Lucariello","Ntò"
"Lucariello","Franco Ricciardi"
"Lucariello","DJ Myke"
"Lucariello","Piotta"
"Lucariello","Cosang"
"Lucariello","Cosang"
"Stokka & Madbuddy","Johnny Marsiglia"
"Jack Out","Theø"
"Jack Out","Theø"
"Jack Out","Nico Tesla"
"Jack Out","Nico Tesla"
"Jack Out","Bohème"
"Jack Out","Manali"
"Jack Out","Young Slash"
"Joe Scacchi","Tauro Boys"
"Joe Scacchi","Zollo"
"Primo","Sottotono"
"Primo","Sottotono"
"Primo","Sottotono"
"Primo","DJ Fede"
"Primo","Piotta"
"Primo","Hyst"
"Primo","DJ Fede"
"Primo","DJ Fede"
"Primo","3D"
"Primo","Briga"
"Primo","Briga"
"Primo","Mr. Phil"
"Primo","Tormento"
"Primo","Salmo"
"Primo","3D"
"Primo","DJ Fede"
"Primo","Canesecco"
"Primo","DJ Fede"
"Primo","Mr. Phil"
"Primo","Fritz Da Cat"
"Primo","3D"
"Primo","Salmo"
"Primo","DJ Fede"
"Primo","Brokenspeakers"
"Primo","DJ Myke"
"Primo","Mondo Marcio"
"Primo","Tormento"
"Primo","Tormento"
"Primo","DJ Shocca"
"Turi","Mr. Phil"
"Turi","Fritz Da Cat"
"Turi","DJ Myke"
"Turi","Piotta"
"Turi","Microspasmi"
"Raige","En?gma"
"Raige","En?gma"
"Raige","En?gma"
"Raige","En?gma"
"Raige","GionnyScandal"
"Raige","Danti"
"Raige","Mr. Phil"
"Raige","GionnyScandal"
"Raige","Clementino"
"Raige","Tormento"
"Frank Siciliano","Deda"
"Frank Siciliano","DJ Fede"
"Frank Siciliano","Mistaman"
"Frank Siciliano","Stokka & Madbuddy"
"Frank Siciliano","Inoki"
"Frank Siciliano","Louis Dee"
"Frank Siciliano","Mistaman"
"Frank Siciliano","Johnny Marsiglia"
"Frank Siciliano","DJ Fede"
"Frank Siciliano","Mecna"
"Frank Siciliano","Stokka & Madbuddy"
"Frank Siciliano","Ghemon"
"Frank Siciliano","DJ Shocca"
"Frank Siciliano","Mistaman"
"Frank Siciliano","Bassi Maestro"
"Frank Siciliano","Stokka & Madbuddy"
"Venz","Jamie"
"Venz","Jamie"
"Venz","Jamie"
"Venz","Jamie"
"Venz","xDiemondx"
"Nick Sick","nothx."
"Nick Sick","WISH YOU WERE DEAD"
"Nick Sick","WISH YOU WERE DEAD"
"Nick Sick","WISH YOU WERE DEAD"
"Nick Sick","Blue Virus"
"Nick Sick","Leuros"
"Nick Sick","xDiemondx"
"Nick Sick","The Slight"
"Nick Sick","Mali"
"Nick Sick","The Slight"
"Nick Sick","Drama"
"Nick Sick","xDiemondx"
"Nick Sick","Mostro"
"xDiemondx","$uicide Gvng"
"xDiemondx","Jamie"
"xDiemondx","Jamie"
"xDiemondx","Jamie"
"xDiemondx","Sconforto"
"xDiemondx","NASKA"
"xDiemondx","LilUnlucky"
"xDiemondx","GiorniTristi"
"xDiemondx","Sbane"
"xDiemondx","Uale"
"Vincenzo Da Via Anfossi","Don Joe"
"Vincenzo Da Via Anfossi","Guè"
"Vincenzo Da Via Anfossi","Guè"
"Vincenzo Da Via Anfossi","Fedez"
"Vincenzo Da Via Anfossi","Guè"
"Vincenzo Da Via Anfossi","Marracash"
"Vincenzo Da Via Anfossi","Guè"
"Vincenzo Da Via Anfossi","Don Joe"
"Vincenzo Da Via Anfossi","Marracash"
"Vincenzo Da Via Anfossi","Marracash"
"Vincenzo Da Via Anfossi","Marracash"
"Vincenzo Da Via Anfossi","Marracash"
"Vincenzo Da Via Anfossi","Marracash"
"Korbe","Yay Boy"
"Johnny Marsiglia","Funk Shui Project"
"Johnny Marsiglia","Ensi"
"Johnny Marsiglia","Funk Shui Project"
"Johnny Marsiglia","Funk Shui Project"
"Johnny Marsiglia","Mistaman"
"Johnny Marsiglia","Ensi"
"Johnny Marsiglia","Cor Veleno"
"Johnny Marsiglia","Night Skinny"
"Johnny Marsiglia","Louis Dee"
"Johnny Marsiglia","Frank Siciliano"
"Johnny Marsiglia","Mecna"
"Johnny Marsiglia","Night Skinny"
"Johnny Marsiglia","Rocco Hunt"
"Johnny Marsiglia","DJ Fede"
"Johnny Marsiglia","Mistaman"
"Johnny Marsiglia","Louis Dee"
"Johnny Marsiglia","Mecna"
"Johnny Marsiglia","Mecna"
"Johnny Marsiglia","Fritz Da Cat"
"Johnny Marsiglia","Stokka & Madbuddy"
"Johnny Marsiglia","Stokka & Madbuddy"
"Johnny Marsiglia","Don Joe"
"NANE","OG Eastbull"
"NANE","Killa Fonic"
"NANE","Killa Fonic"
"NANE","Killa Fonic"
"NANE","Killa Fonic"
"NANE","Killa Fonic"
"Killa Fonic","OG Eastbull"
"Killa Fonic","NANE"
"Killa Fonic","NANE"
"Killa Fonic","NANE"
"DJ Gruff","Neffa"
"Christian Revo","Palù"
"Cromo","En?gma"
"Cromo","En?gma"
"Cromo","L'Elfo"
"Cromo","L'Elfo"
"Cromo","Real Talk"
"Cromo","Vacca"
"Assalti Frontali","Inoki"
"Ape","DJ Fede"
"Ape","DJ Fede"
"Ape","DJ Fastcut"
"Ape","DJ Fastcut"
"Ape","DJ Fastcut"
"Ape","Mondo Marcio"
"Ape","Zampa"
"Ape","Mondo Marcio"
"La Pina","M¥SS KETA"
"La Pina","Alessandra Amoroso"
"Zampa","DJ Fede"
"Zampa","DJ Fede"
"Zampa","DJ Fastcut"
"Zampa","Lanz Khan"
"Zampa","DJ Fastcut"
"Zampa","DJ Fastcut"
"Zampa","DJ Fastcut"
"Zampa","Swelto"
"Zampa","Swelto"
"Zampa","St Luca Spenish"
"Zampa","DJ Fastcut"
"Zampa","Mondo Marcio"
"Zampa","Bassi Maestro"
"Zampa","Jack The Smoker"
"Zampa","Ape"
"Zampa","XVI Religion"
"Zampa","Mondo Marcio"
"Tommy Toxxic","Joe Scacchi"
"Tommy Toxxic","Tauro Boys"
"Tommy Toxxic","Zollo"
"Il Turco","Nex Cassel"
"Il Turco","DJ Fede"
"Il Turco","DJ Fede"
"Il Turco","MxRxGxA"
"Il Turco","Mr. Phil"
"Il Turco","DJ Fastcut"
"Il Turco","Frenetik&Orang3"
"Il Turco","Mr. Phil"
"Il Turco","Gast"
"Il Turco","Aban"
"Il Turco","Aban"
"Il Turco","Inoki"
"Il Turco","Er Costa"
"Il Turco","St Luca Spenish"
"Il Turco","Mr. Phil"
"Il Turco","Aban"
"Il Turco","Mr. Phil"
"Il Turco","Chicoria"
"Il Turco","Gionni Gioielli"
"Il Turco","Mr. Phil"
"Il Turco","Colle Der Fomento"
"Il Turco","Brokenspeakers"
"Il Turco","Mr. Phil"
"Mr. Phil","Egreen"
"Danien","Samuel Heron"
"Danien","Jack Out"
"Danien","Jack Out"
"Pinguini Tattici Nucleari","thasup"
"Pinguini Tattici Nucleari","Madame"
"Pinguini Tattici Nucleari","Ernia"
"Pinguini Tattici Nucleari","Ernia"
"Pinguini Tattici Nucleari","Fabrizio De André"
"Ernia","Rosa Chemical"
"Ernia","TY1"
"Ernia","Sick Luke"
"Ernia","Night Skinny"
"Ernia","Night Skinny"
"Ernia","Rkomi"
"Ernia","Salmo"
"Ernia","Lele Blade"
"Ernia","Luchè"
"Ernia","Rkomi"
"Ernia","Sick Luke"
"Ernia","Guè"
"Ernia","Rkomi"
"Ernia","Rkomi"
"Ernia","Rkomi"
"Ernia","Don Joe"
"Ernia","Leon Faun"
"Ernia","Leon Faun"
"Ernia","Mecna"
"Ernia","MACE"
"Ernia","Madame"
"Ernia","TY1"
"Ernia","Rosa Chemical"
"Ernia","Emis Killa"
"Ernia","MACE"
"Ernia","Random"
"Ernia","Guè"
"Ernia","Mecna"
"Ernia","Tedua"
"Ernia","Tedua"
"Ernia","Random"
"Ernia","Elodie"
"Ernia","Giaime"
"Ernia","Night Skinny"
"Ernia","CoCo"
"Ernia","Jangy Leeon"
"Ernia","Rkomi"
"Ernia","Night Skinny"
"Ernia","Highsnob"
"Gazzelle","Marco Mengoni"
"Gazzelle","Sick Luke"
"Gazzelle","Night Skinny"
"Gazzelle","Night Skinny"
"Gazzelle","Rkomi"
"Gazzelle","Rkomi"
"Gazzelle","Mara Sattei"
"Gazzelle","Sick Luke"
"Gazzelle","Marco Mengoni"
"Gazzelle","Marco Mengoni"
"Gazzelle","Marco Mengoni"
"Gazzelle","Marco Mengoni"
"Gazzelle","Rkomi"
"Gazzelle","MOBRICI"
"Gazzelle","Zero Assoluto"
"Gazzelle","Zero Assoluto"
"Gazzelle","Fabrizio De André"
"Tananai","Rosa Chemical"
"Tananai","Jovanotti"
"Tananai","Sick Luke"
"Tananai","thasup"
"Tananai","VillaBanks"
"Tananai","Jovanotti"
"Frah Quintale","Deda"
"Frah Quintale","Coez"
"Frah Quintale","Dutch Nazari"
"Frah Quintale","Dutch Nazari"
"Frah Quintale","Mecna"
"Frah Quintale","Venerus"
"Frah Quintale","Mecna"
"Frah Quintale","Guè"
"Frah Quintale","Carl Brave"
"Frah Quintale","Dutch Nazari"
"PSICOLOGI","Sick Luke"
"PSICOLOGI","Bresh"
"PSICOLOGI","Tommy Toxxic"
"PSICOLOGI","Sick Luke"
"PSICOLOGI","Novelo"
"PSICOLOGI","Tauro Boys"
"PSICOLOGI","Radical"
"PSICOLOGI","MACE"
"PSICOLOGI","Lil Busso"
"PSICOLOGI","Vipra"
"PSICOLOGI","MACE"
"PSICOLOGI","Joe Scacchi"
"PSICOLOGI","MV Killa"
"PSICOLOGI","Radical"
"ARIETE","Sick Luke"
"ARIETE","Tananai"
"ARIETE","Coez"
"ARIETE","Night Skinny"
"ARIETE","Night Skinny"
"ARIETE","VillaBanks"
"ARIETE","Rkomi"
"ARIETE","bnkr44"
"ARIETE","PSICOLOGI"
"ARIETE","Tenth Sky"
"ARIETE","Rkomi"
"ARIETE","Tenth Sky"
"ARIETE","Sick Luke"
"ARIETE","Novelo"
"ARIETE","Rkomi"
"ARIETE","bnkr44"
"ARIETE","Rkomi"
"ARIETE","Rkomi"
"ARIETE","Tauro Boys"
"ARIETE","Alfa"
"ARIETE","Alfa"
"ARIETE","PSICOLOGI"
"Franco126","TY1"
"Franco126","Sick Luke"
"Franco126","Elisa"
"Franco126","Night Skinny"
"Franco126","Night Skinny"
"Franco126","Loredana Bertè"
"Franco126","Ketama126"
"Franco126","PSICOLOGI"
"Franco126","Frah Quintale"
"Franco126","Gianni Bismark"
"Franco126","Tommaso Paradiso"
"Franco126","ARIETE"
"Franco126","Noyz Narcos"
"Franco126","Sick Luke"
"Franco126","Guè"
"Franco126","Tiromancino"
"Franco126","TROPICO"
"Franco126","DJ Gengis"
"Franco126","TROPICO"
"Franco126","MACE"
"Franco126","Frah Quintale"
"Franco126","Tiromancino"
"Franco126","Ceri"
"Franco126","Chicoria"
"Franco126","MACE"
"Franco126","Gianni Bismark"
"Franco126","Pretty Solero"
"Franco126","Gianni Bismark"
"Franco126","Gianni Bismark"
"Franco126","Gianni Bismark"
"Franco126","Ketama126"
"Franco126","Gianni Bismark"
"Franco126","Tommy Toxxic"
"Franco126","Gianni Bismark"
"Franco126","Generic Animal"
"Franco126","Generic Animal"
"Franco126","Pretty Solero"
"Franco126","Joe Scacchi"
"Franco126","Gionni Gioielli"
"Franco126","Ketama126"
"Franco126","Night Skinny"
"Franco126","Ugo Borghetti"
"Franco126","Gemello"
"Franco126","Gianni Bismark"
"Franco126","Drone126"
"Franco126","Gianni Bismark"
"Franco126","Gemitaiz"
"Franco126","Drone126"
"Franco126","Drone126"
"Franco126","Pretty Solero"
"Franco126","Ketama126"
"Franco126","Carl Brave"
"Franco126","Drone126"
"Franco126","Pretty Solero"
"Franco126","Ketama126"
"Franco126","Carl Brave"
"Calcutta ","Marracash"
"Calcutta ","Giovanni Truppi"
"Calcutta ","I Camillas"
"Calcutta ","Marracash"
"Calcutta ","TROPICO"
"Calcutta ","Franco126"
"Calcutta ","Franco126"
"Calcutta ","Giovanni Truppi"
"Calcutta ","Giovanni Truppi"
"Calcutta ","Elisa"
"Calcutta ","Elisa"
"Calcutta ","Giorgio Poi"
"Calcutta ","Takagi & Ketra"
"Calcutta ","Tiromancino"
"Rose Villain","Irama"
"Rose Villain","Rondodasosa"
"Rose Villain","SLF"
"Rose Villain","Salmo"
"Rose Villain","Fred De Palma"
"Rose Villain","Fabri Fibra"
"Rose Villain","Guè"
"Rose Villain","Emis Killa"
"Rose Villain","Don Joe"
"Rose Villain","Giaime"
"Rose Villain","Mondo Marcio"
"Rose Villain","Mondo Marcio"
"Rose Villain","Guè"
"Rose Villain","Guè"
"Rose Villain","Salmo"
"MACE","Rosa Chemical"
"MACE","Irama"
"MACE","Elisa"
"MACE","Irama"
"MACE","Rkomi"
"MACE","Gemitaiz"
"MACE","Irama"
"MACE","Rkomi"
"MACE","Noyz Narcos"
"MACE","Rkomi"
"MACE","Joan Thiele"
"MACE","chiello"
"MACE","Rosa Chemical"
"MACE","Venerus"
"MACE","Joan Thiele"
"MACE","Samurai Jay"
"MACE","Rosa Chemical"
"MACE","Side Baby"
"MACE","Venerus"
"MACE","Lorenzo Fragola"
"Achille Lauro","Fedez"
"Achille Lauro","Annalisa"
"Achille Lauro","Annalisa"
"Achille Lauro","Gemitaiz"
"Achille Lauro","Subsonica"
"Achille Lauro","Subsonica"
"Achille Lauro","Night Skinny"
"Achille Lauro","Rocco Hunt"
"Achille Lauro","Rocco Hunt"
"Achille Lauro","Anna Tatangelo"
"Achille Lauro","Frenetik&Orang3"
"Achille Lauro","OG Eastbull"
"Achille Lauro","Gemitaiz"
"Achille Lauro","Noyz Narcos"
"Achille Lauro","OG Eastbull"
"Achille Lauro","Emis Killa"
"Achille Lauro","Fred De Palma"
"Achille Lauro","3D"
"Achille Lauro","Marracash"
"Achille Lauro","Marracash"
"Achille Lauro","BLOODY VINYL"
"Achille Lauro","Marracash"
"Achille Lauro","Night Skinny"
"Achille Lauro","Luchè"
"Achille Lauro","Rasty Kilo"
"Achille Lauro","Fred De Palma"
"Venerus","Elisa"
"Venerus","Gemitaiz"
"Venerus","Don Joe"
"Venerus","MACE"
"Venerus","Massimo Pericolo"
"Venerus","MACE"
"Venerus","Gemitaiz"
"Venerus","Frenetik&Orang3"
"Dark Polo Gang","Enzo Dong"
"Dark Polo Gang","Gianni Bismark"
"Dark Polo Gang","Fedez"
"Dark Polo Gang","Gianni Bismark"
"Fulminacci","Marco Castello"
"Fulminacci","MOBRICI"
"Fulminacci","Vipra"
"Mecna","Sick Luke"
"Mecna","Tredici Pietro"
"Mecna","Sick Luke"
"Mecna","Tredici Pietro"
"Mecna","Francesca Michielin"
"Mecna","Sina"
"Mecna","CoCo"
"Mecna","AINÉ"
"Mecna","Lorenzo Fragola"
"Mecna","Night Skinny"
"Mecna","Ernia"
"Mecna","Ex-Otago"
"Mecna","Louis Dee"
"Mecna","Night Skinny"
"Mecna","Mistaman"
"Mecna","L'orso"
"Mecna","Johnny Marsiglia"
"Mecna","Fritz Da Cat"
"Mecna","Ghemon"
"Mecna","Bassi Maestro"
"Mecna","Ghemon"
"Thegiornalisti","Tiromancino"
"Thegiornalisti","Fabri Fibra"
"Dargen D'Amico","Rkomi"
"Dargen D'Amico","M¥SS KETA"
"Dargen D'Amico","Rkomi"
"Dargen D'Amico","Fedez"
"Dargen D'Amico","Two Fingerz"
"Dargen D'Amico","Izi"
"Dargen D'Amico","Tedua"
"Dargen D'Amico","Tedua"
"Dargen D'Amico","Two Fingerz"
"Dargen D'Amico","Dutch Nazari"
"Dargen D'Amico","Murubutu"
"Dargen D'Amico","Microspasmi"
"Dargen D'Amico","Danti"
