"X1","X2","X3","X4","X5","X6","X7"
"1","2",3,4,5,"6","7"
"0jdNdfi4vAuVi7a6cPDFBM","Lazza",1165613,1,79,"rap","artist"
"27LlKWxS3KXW7RRAxN5S8s","Geolier",903601,1,79,"rap","artist"
"5AZuEF0feCXMkUCwQiQlW7","Marracash",1966833,1,74,"rap","artist"
"3yiEJ9SByXZMXTwaKdVFN4","Luchè",883608,1,70,"rap","artist"
"3hBQ4zniNdQf1cqqo6hzuW","Salmo",2318915,1,72,"rap","artist"
"5dXlc7MnpaTeUIsHLVe3n4","Coez",1974014,1,70,"rap","artist"
"1AgAVqo74e2q4FVvg0xpT7","Tedua",1387756,1,70,"rap","artist"
"3TVXtAsR1Inumwj472S9r4","Drake",71121160,0,97,"rap","artist"
"2E6AK3UPEGCvjnzuygCh2h","Night Skinny",170628,1,68,"rap","artist"
"7dGJo4pcD2V6oG8kP0tJRR","Eminem",64837628,0,93,"rap","artist"
"0iEtIxbK0KxaSlF7G42ZOp","Metro Boomin",3605271,0,92,"rap","artist"
"1URnnhqYAYcrqrcwql10ft","21 Savage",12606021,0,94,"rap","artist"
"52iwsT98xCoGgiGntTiR7K","Quevedo",1012078,0,88,"rap","artist"
"7u710e44HW3K7A5eTnRqHC","Fabri Fibra",1307531,1,66,"rap","artist"
"0Y5tJX1MQlPlqiwlOH1tJY","Travis Scott",21748855,0,91,"rap","artist"
"3egWSWp7Y4FyCKIyvXbw7L","Ghali",2910919,1,66,"rap","artist"
"5K4W6rqBFWDnAN6FQUkS6x","Kanye West",19155568,0,91,"rap","artist"
"3IW7ScrzXmPvZhB27hmfgy","Jul",6586487,0,83,"rap","artist"
"3liWfHRnSkAv6oHHuF1i74","Janax",7625,0,63,"rap","artist"
"7FeObngbQ0GY3SojNwKdKn","Bresh",135799,1,65,"rap","artist"
"0L1f9i3L3fkMNENljDOsjG","Rocco Hunt",1508692,1,66,"rap","artist"
"246dkjvS1zLTtiykXe5h60","Post Malone",39459845,0,89,"rap","artist"
"6289Bbkkk3gaCbh1K7Rv8F","Izi",902368,1,63,"rap","artist"
"15UsOTVnJzReFVN1VCnxy4","XXXTENTACION",39989015,0,89,"rap","artist"
"3yGA8yyowtKVXgNIXguMfz","Lele Blade",253278,1,61,"rap","artist"
"1yxSLGMDHlW21z4YXirZDS","Black Eyed Peas",7173523,0,82,"rap","artist"
"4MCBfE4596Uoi2O4DtmEMz","Juice WRLD",27431064,0,91,"rap","artist"
"2YZyLoL8N0Wb9xBt1NhZWg","Kendrick Lamar",22669730,0,90,"rap","artist"
"1RyvyyTE3xzB2ZywiAwp0i","Future",12931871,0,91,"rap","artist"
"0QqmgpgI0C1DyyDk49vnxY","MV Killa",156436,1,59,"rap","artist"
"6XyY86QOPPrYVGvF9ch6wz","Linkin Park",22454478,0,85,"rap","artist"
"3q7HBObVc0L8jNeTe5Gofh","50 Cent",9976145,0,84,"rap","artist"
"7hJcb9fa4alzcOq3EaNPoG","Snoop Dogg",9170410,0,84,"rap","artist"
"0pSx3asj3usz5PRt8COo0E","Ketama126",287717,1,60,"rap","artist"
"5f7VJjfbwm532GiveGC0ZK","Lil Baby",12821356,0,90,"rap","artist"
"29nrwultxQ8jENVmXoyMqK","Carl Brave",746777,1,60,"rap","artist"
"50co4Is1HCEo8bhOyUWKpn","Young Thug",7862798,0,86,"rap","artist"
"3t5xRXzsuZmMDkQzgOX35S","Robin Schulz",3019287,0,83,"rap","artist"
"5FEh6KHK99CyLXp3qFvZFM","CoCo",168192,1,58,"rap","artist"
"137W8MRPWKqSmrBGDBFSop","Wiz Khalifa",10876261,0,83,"rap","artist"
"4O15NlyKLIASxsJ0PrXPfz","Lil Uzi Vert",14388642,0,88,"rap","artist"
"1vCWHaC5f2uS3yhpwWbIA6","Avicii",22478168,0,82,"rap","artist"
"6TIYQ3jFPwQSRmorSezPxX","Machine Gun Kelly",4950396,0,81,"rap","artist"
"0TnOYISbd1XYRBk9myaseg","Pitbull",9799683,0,83,"rap","artist"
"2oQX8QiMXOyuqbcZEFsZfm","El Alfa",2655804,0,78,"rap","artist"
"2hlmm7s2ICUX0LVIhVFlZQ","Gunna",4907197,0,86,"rap","artist"
"6jGMq4yGs7aQzuGsMgVgZR","Lil Tjay",6120605,0,81,"rap","artist"
"26OG4ryQ7oFAbUNAvYCOgn","Vale Lambo",226246,1,56,"rap","artist"
"3nFkdlSjzX9mRTtwJOzDYB","JAY-Z",7922213,0,85,"rap","artist"
"3Isy6kedDrgPYoTS1dazA9","Sean Paul",4203700,0,81,"rap","artist"
"0hCNtLu0JehylgoiP8L4Gh","Nicki Minaj",27191508,0,87,"rap","artist"
"2kCcBybjl3SAtIcwdWpUe3","Lil Peep",9484988,0,84,"rap","artist"
"0VRj0yCOv2FXJNP47XQnx5","Quavo",6266306,0,82,"rap","artist"
"55Aa2cqylxrFIXC767Z865","Lil Wayne",13049721,0,87,"rap","artist"
"1ZwdS5xdxEREPySFridCfh","2Pac",14388984,0,81,"rap","artist"
"6AgTAQt8XS6jRWi4sX7w49","Polo G",8976169,0,85,"rap","artist"
"4Gso3d4CscCijv0lmajZWs","Don Toliver",2507741,0,84,"rap","artist"
"4X89u81dkCXBSGo8i2DhMW","LIBERATO",441301,1,56,"rap","artist"
"5LHRHt1k9lMyONurDHEdrp","Tyga",6725429,0,82,"rap","artist"
"6DPYiyq5kWVQS4RGwxzPC7","Dr. Dre",8780620,0,81,"rap","artist"
"6OrkNJBcycRCzSbWAWAAyL","Franco Ricciardi",109355,1,54,"rap","artist"
"4V8LLVI7PbaPR0K2TGSxFF","Tyler, The Creator",10330414,0,86,"rap","artist"
"31W5EY0aAly4Qieq6OFu6I","A Boogie Wit da Hoodie",7058681,0,84,"rap","artist"
"3JhNCzhSMTxs9WLGJJxWOY","Macklemore",1980778,0,78,"rap","artist"
"13ubrt8QOOCPljQ2FL1Kca","A$AP Rocky",11762000,0,83,"rap","artist"
"2jku7tDXc6XoB6MO2hFuqg","Tory Lanez",5058271,0,83,"rap","artist"
"00CsjN69YCczmdW0bDKaCC","Willie Peyote",236979,1,55,"rap","artist"
"2RdwBSPQiwcmiDo9kixcl8","Pharrell Williams",4112127,0,81,"rap","artist"
"54dqxLAclwu0QSaTwCyCaF","Neffa",293835,1,56,"rap","artist"
"2tIP7SsRs7vjIcLrU85W8J","The Kid LAROI",4193710,0,83,"rap","artist"
"4r1DHaB2yIhddOkTF92d1d","NASKA",55326,1,53,"rap","artist"
"4r63FhuTkUYltbVAg5TQnk","DaBaby",10466452,0,83,"rap","artist"
"0ba6wsfB7G2rhdHMebCdO3","Clementino",691741,1,54,"rap","artist"
"0GgY7hjMoGDsX8ZDe2mwds","Soolking",4030860,0,73,"rap","artist"
"6Xgp2XMz1fhVYe7i6yNAax","Trippie Redd",8322228,0,84,"rap","artist"
"07YZf4WDAMNwqr4jfgOZ8y","Jason Derulo",11691032,0,80,"rap","artist"
"4kYSro6naA4h99UJvo89HB","Cardi B",20998510,0,82,"rap","artist"
"1hM06YHQ635cZwwUbn7dpk","Fasma",302827,1,54,"rap","artist"
"4LLpKhyESsyAXpc4laK94U","Mac Miller",8470352,0,85,"rap","artist"
"4DdkRBBYG6Yk9Ka8tdJ9BW","Offset",2610998,0,79,"rap","artist"
"0fA0VVWsXO9YnASrzqfmYu","Kid Cudi",6271473,0,82,"rap","artist"
"2BNVHk103mhpIy5ytlCHTT","Peppe Soks",262963,1,52,"rap","artist"
"7gZfnEnfiaHzxARJ2LeXrf","6ix9ine",6763515,0,73,"rap","artist"
"25u1DN0MwQVSav4XoJS7hl","Olly",21314,1,53,"rap","artist"
"1Oa0bMld0A3u5OTYfMzp5h","Nate Dogg",1367253,0,77,"rap","artist"
"0CXnO9kUawdDjzToSqCC3p","Disme",28987,1,53,"rap","artist"
"26PZBCQnswFp61ccTrVJOa","Gianni Bismark",135968,1,52,"rap","artist"
"0jnsk9HBra6NMjO2oANoPY","Flo Rida",8756110,0,79,"rap","artist"
"12Zk1DFhCbHY6v3xep2ZjI","070 Shake",422629,0,81,"rap","artist"
"4Ga1P7PMIsmqEZqhYZQgDo","Lil Tecca",5711235,0,79,"rap","artist"
"757aE44tKEUQEqRuT6GnEB","Roddy Ricch",8856208,0,81,"rap","artist"
"6l3HvQ5sa6mXTsMTB19rO5","J. Cole",18973601,0,87,"rap","artist"
"5eAWCfyUhZtHHtBdNk56l1","System Of A Down",8770264,0,80,"rap","artist"
"699OTQXzgjhIYAHMy9RyPD","Playboi Carti",7513692,0,84,"rap","artist"
"2o6oF1x3tWoVUXb4C4NHze","Fiks",9469,1,51,"rap","artist"
"1NHdROm8HLgfbar8uCIZGk","Skinny",86666,1,52,"rap","artist"
"1Ij5ZIGlPTkoZibay58zHe","Articolo 31",512852,1,53,"rap","artist"
"6fOMl44jA4Sp5b9PpYCkzz","NF",7824421,0,81,"rap","artist"
"2LIk90788K0zvyj2JJVwkJ","Jack Harlow",2778590,0,82,"rap","artist"
"46zGU1FOSsPBXb1csAeMJd","Theø",19696,1,51,"rap","artist"
"5gqmbbfjcikQBzPB5Hv13I","Gazo",1087128,0,77,"rap","artist"
"3hcs9uc56yIGFCSy9leWe7","Lil Durk",5036206,0,85,"rap","artist"
"6vXTefBL93Dj5IqAWq6OTv","French Montana",4839349,0,77,"rap","artist"
"65ddsrNChT3wol9kEIJqKY","Vaz Tè",32072,1,51,"rap","artist"
"6ASri4ePR7RlsvIQgWPJpS","iann dior",1676882,0,76,"rap","artist"
"2KLafS2cc489GVGuYm5aE2","Don Pero",11545,1,52,"rap","artist"
"4Q6nIcaBED8qUel8bBx6Cr","Jax Jones",1080070,0,74,"rap","artist"
"0QHgL1lAIqAw0HtD7YldmP","DJ Khaled",9061154,0,79,"rap","artist"
"2DlGxzQSjYe5N6G9nkYghR","Jennifer Lopez",12286083,0,77,"rap","artist"
"46SHBwWsqBkxI7EeeBEQG7","Kodak Black",8904843,0,83,"rap","artist"
"5BcAKTbp20cv7tC5VqPFoC","Macklemore & Ryan Lewis",2602770,0,75,"rap","artist"
"0dlDsD7y6ccmDm8tuWCU6F","Freddie Dredd",1330968,0,80,"rap","artist"
"5me0Irg2ANcsgc93uaYrpb","The Notorious B.I.G.",8454844,0,79,"rap","artist"
"5Matrg5du62bXwer29cU5T","Benny The Butcher",296092,0,66,"rap","artist"
"0ErzCpIMyLcjPiwT4elrtZ","NLE Choppa",5665818,0,80,"rap","artist"
"4obzFoKoKRHIphyHzJ35G3","Becky G",12968410,0,80,"rap","artist"
"2VFljEy461d5COnyYGISD1","Tenth Sky",14768,1,50,"rap","artist"
"7iCdyOeJYk06mKJ6nLrFQ6","Enzo Dong",307761,1,50,"rap","artist"
"6oMuImdp5ZcFhWP0ESe6mG","Migos",12894628,0,79,"rap","artist"
"6fWVd57NKTalqvmjRd2t8Z","24kGoldn",1954702,0,75,"rap","artist"
"6U3ybJ9UHNKEdsH7ktGBZ7","JID",1117779,0,80,"rap","artist"
"1Cd373x8qzC7SNUg5IToqp","BoyWithUke",2933592,0,77,"rap","artist"
"181bsRPaVXVlUKXrxwZfHK","Megan Thee Stallion",7428394,0,80,"rap","artist"
"5Y5TRrQiqgUO4S36tzjIRZ","Timbaland",2409871,0,78,"rap","artist"
"540vIaP2JwjQb9dm3aArA4","DJ Snake",8327269,0,78,"rap","artist"
"05fG473iIaoy82BF1aGhL8","Slipknot",9096642,0,80,"rap","artist"
"1zNqQNIdeOUZHb8zbZRFMX","Swae Lee",1602738,0,78,"rap","artist"
"7c0XG5cIJTrrAgEC3ULPiq","Ty Dolla $ign",4486351,0,82,"rap","artist"
"7b79bQFziJFedJb75k6hFt","Tion Wayne",751651,0,72,"rap","artist"
"5gCRApTajqwbnHHPbr2Fpi","Juicy J",2976487,0,75,"rap","artist"
"7wlFDEWiM5OoIAt8RSli8b","YoungBoy Never Broke Again",10337360,0,85,"rap","artist"
"1sBkRIssrMs1AbVkOJbc7a","Rick Ross",6538771,0,78,"rap","artist"
"3Mcii5XWf6E0lrY3Uky4cA","Ice Cube",6474579,0,76,"rap","artist"
"3EW0kQ1skZiK1NHg3Spt9J","Takeoff",1383496,0,78,"rap","artist"
"2jw70GZXlAI8QzWeY2bgRc","Nelly Furtado",3317986,0,77,"rap","artist"
"4xRYI6VqpkE3UwrDrAZL8L","Logic",5836701,0,78,"rap","artist"
"085pc2PYOi8bGKj0PNjekA","will.i.am",3932889,0,74,"rap","artist"
"1GDbiv3spRmZ1XdM1jQbT7","Natti Natasha",8773546,0,76,"rap","artist"
"14CHVeJGrR5xgUGQFV5BVM","Fivio Foreign",1067276,0,72,"rap","artist"
"0GOx72r5AAEKRGQFn3xqXK","GIMS",3721269,0,74,"rap","artist"
"738wLrAtLtCtFOLvQBXOXp","Major Lazer",6331999,0,75,"rap","artist"
"6MDME20pz9RveH9rEXvrOM","Clean Bandit",5055664,0,76,"rap","artist"
"02kJSzxNuaWGqwubyUba0Z","G-Eazy",5131793,0,76,"rap","artist"
"73sIBHcqh3Z3NyqHKZ7FOL","Childish Gambino",10327396,0,81,"rap","artist"
"5SXuuuRpukkTvsLuUknva1","Baby Keem",1283747,0,81,"rap","artist"
"2XAfB5zj0qBxMC6Z6hibfm","O'Tsunami",7654,1,47,"rap","artist"
"58wXmynHaAWI5hwlPZP3qL","Booba",2621714,0,71,"rap","artist"
"0NbfKEOTQCcwd6o7wSDOHI","The Game",4385628,0,74,"rap","artist"
"2auC28zjQyVTsiZKNgPRGs","RM",12399756,0,80,"rap","artist"
"3y24n3XhZ96wgwRXjvS17T","Coolio",822122,0,72,"rap","artist"
"3QJjzLwRMgdGoFwzmVodxJ","L'Elfo",72775,1,47,"rap","artist"
"0ksX396B3t2Gt8kwr0BJZk","Fumez The Engineer",392218,0,68,"rap","artist"
"13y7CgLHjMVRMDqxdx0Xdo","Gucci Mane",4646503,0,79,"rap","artist"
"17lzZA2AlOHwCwFALHttmp","2 Chainz",7610138,0,77,"rap","artist"
"15iVAtD3s3FsQR4w1v6M0P","Chief Keef",3647462,0,76,"rap","artist"
"0c173mlxpT3dSFRgMO8XPh","Big Sean",10393417,0,79,"rap","artist"
"6g5SF1Yz63eoPUnJgRHfrz","Hell Raton",59555,1,47,"rap","artist"
"7EyPI6TWLhz3XUpxkbyCV2","GionnyScandal",566596,1,48,"rap","artist"
"6cK3NBO6uP7hh0oyuVELFl","Saweetie",1732851,0,73,"rap","artist"
"2HPaUgqeutzr3jx5a9WyDV","PARTYNEXTDOOR",4612996,0,79,"rap","artist"
"1VPmR4DJC1PlOtd0IADAO0","$uicideboy$",5064409,0,87,"rap","artist"
"4exLIFE8sISLr28sqG1qNX","Travis Barker",406018,0,72,"rap","artist"
"7rkW85dBwwrJtlHRDkJDAC","NAV",3199327,0,77,"rap","artist"
"20sxb77xiYeusSH8cVdatc","Meek Mill",6857926,0,76,"rap","artist"
"1cNDP5yjU5vjeR8qMf4grg","YNW Melly",8413318,0,74,"rap","artist"
"57LYzLEk2LcFghVwuWbcuS","Summer Walker",4559767,0,81,"rap","artist"
"20qISvAhX20dpIbOOzGK3q","Nas",3133450,0,76,"rap","artist"
"07c4RH1uGAtmQbhhbprM7a","VMonster",45743,1,45,"rap","artist"
"3tlXnStJ1fFhdScmQeLpuG","Brent Faiyaz",3222997,0,83,"rap","artist"
"7aBzpmFXB4WWpPl2F7RjBe","Wyclef Jean",286646,0,72,"rap","artist"
"75be7XA6WPIE5UWcBzEYIx","Bl4ir",65428,1,46,"rap","artist"
"3aQeKQSyrW4qWr35idm0cy","T-Pain",4161377,0,78,"rap","artist"
"6yTYR09WCvsgdnurDW4WQo","DJ Antoine",531610,0,64,"rap","artist"
"6icQOAFXDZKsumw3YXyusw","Lil Yachty",8660114,0,78,"rap","artist"
"3wDn3kW2zDRLnaQAnX0S3x","Dat Boi Dee",22594,1,45,"rap","artist"
"77AiFEVeAVj2ORpC85QVJs","Steve Aoki",3720736,0,75,"rap","artist"
"3NPpFNZtSTHheNBaWC82rB","X Ambassadors",2787193,0,74,"rap","artist"
"3tTvSeZiFDP3CY5EdPGcR4","ASHE 22",153021,0,62,"rap","artist"
"5CiGnKThu5ctn9pBxv7DGa","benny blanco",1024632,0,75,"rap","artist"
"6yGn8XOk9ZS6vUFf10sP96","Ntò",98080,1,46,"rap","artist"
"6PsQc21YZU7WNfiODG69Qk","Tony Boy",9899,1,45,"rap","artist"
"76Pl0epAMXVXJspaSuz8im","Freeze corleone",665033,0,68,"rap","artist"
"2p1fiYHYiXz9qi0JJyxBzN","Skepta",1081186,0,74,"rap","artist"
"4WCGWBfRK9jWrDtxj4Qdel","Cicco Sanchez",73010,1,47,"rap","artist"
"5ndkK3dpZLKtBklKjxNQwT","B.o.B",2048999,0,74,"rap","artist"
"3Fl1V19tmjt57oBdxXKAjJ","Blueface",5734596,0,70,"rap","artist"
"30oT4GEn5oMpWQE7RaHQTE","Noyz Narcos & Fritz Da Cat",59348,1,45,"rap","artist"
"0YinUQ50QDB7ZxSCLyQ40k","Mustard",1030398,0,75,"rap","artist"
"4VVEpEhC8NcR7AqNEds42U","Chimbala",492229,0,66,"rap","artist"
"0A0FS04o6zMoto8OKPsDwY","YG",3015041,0,76,"rap","artist"
"4IVAbR2w4JJNJDDRFP3E83","6LACK",3925403,0,77,"rap","artist"
"2EMAnMvWE2eb56ToJVfCWs","Bryson Tiller",6454682,0,80,"rap","artist"
"4D75GcNG95ebPtNvoNVXhz","Afrojack",3951830,0,74,"rap","artist"
"1UjxAZqzphB1tsMb1aWBj0","Omega",194893,0,62,"rap","artist"
"1G9G7WwrXka3Z1r7aIDjI7","Outkast",2133638,0,76,"rap","artist"
"5CCwRZC6euC8Odo6y9X8jr","Rita Ora",7858102,0,73,"rap","artist"
"1Vr7DTbtTpOp4tn4hAGOYo","Lirico En La Casa",202837,0,59,"rap","artist"
"2WBEFXMgZrMWQzZvxXmpGu","Cosang",21104,1,44,"rap","artist"
"3i6za4KlTDNe8mducqnwJi","Ugo Borghetti",16151,1,44,"rap","artist"
"6MF9fzBmfXghAz953czmBC","Taio Cruz",2194553,0,71,"rap","artist"
"165ZgPlLkK7bf5bDoFc6Sb","Limp Bizkit",4933195,0,75,"rap","artist"
"3ZHU5AKrUmIPnCFfr82QER","1nonly",721481,0,74,"rap","artist"
"5dHt1vcEm9qb8fCyLcB3HL","A$AP Ferg",3463367,0,73,"rap","artist"
"2gsggkzM5R49q6jpPvazou","Jessie J",10778481,0,73,"rap","artist"
"5yPzzu25VzEk8qrGTLIrE1","Young Nudy",1061592,0,74,"rap","artist"
"2rhFzFmezpnW82MNqEKVry","Ski Mask The Slump God",5268036,0,77,"rap","artist"
"1z7b1Pr1rSlvWRzsW3HOrS","Russ",4660766,0,78,"rap","artist"
"5EvFsr3kj42KNv97ZEnqij","Shaggy",1858813,0,73,"rap","artist"
"6MPCFvOQv5cIGfw3jODMF0","Internet Money",692099,0,72,"rap","artist"
"3ipn9JLAPI5GUEo4y4jcoi","Ludacris",2512246,0,77,"rap","artist"
"0dus12DVjr0hoFaUDOz9B5","TOMMY DALI",10535,1,44,"rap","artist"
"4sQiXz6GYok2zyqMSHG0MX","Bassi Maestro",229347,1,46,"rap","artist"
"6veh5zbFpm31XsPdjBgPER","BIA",412266,0,71,"rap","artist"
"6EPlBSH2RSiettczlz7ihV","Sleepy Hallow",1231546,0,78,"rap","artist"
"7sfl4Xt5KmfyDs2T3SVSMK","Lil Jon",1372425,0,73,"rap","artist"
"6Ghvu1VvMGScGpOUJBAHNH","Deftones",3406463,0,79,"rap","artist"
"0H39MdGGX6dbnnQPt6NQkZ","SAINt JHN",922280,0,72,"rap","artist"
"2An8LX7O2Qq9pChJrimrdo","Skioffi",119866,1,44,"rap","artist"
"0ONHkAv9pCAFxb0zJwDNTy","Pusha T",2659777,0,74,"rap","artist"
"7arQA31aZVS8yS6zUveWzb","CJ",213862,0,64,"rap","artist"
"5OIYMOg9lPLouzN3jIerv2","Piccolo G",6311,1,44,"rap","artist"
"1YfEcTuGvBQ8xSD1f53UnK","Busta Rhymes",2297611,0,72,"rap","artist"
"2uSVRVjYZ0PlJPdFHnBETu","creamy",23496,0,71,"rap","artist"
"2kXKa3aAFngGz2P4GjG5w2","SCH",1794085,0,74,"rap","artist"
"6QtgPSJPSzcnn7dPZ4VINp","King Von",2575031,0,77,"rap","artist"
"7iZtZyCzp3LItcw1wtPI3D","Rae Sremmurd",7036552,0,74,"rap","artist"
"4OBJLual30L7gRl5UkeRcT","T.I.",4460258,0,75,"rap","artist"
"7fObcBw9VM3x7ntWKCYl0z","Colby O'Donis",142496,0,69,"rap","artist"
"7s4IAtCfcA31LaTyEHUfjn","GELO",22548,1,43,"rap","artist"
"3RNrq3jvMZxD9ZyoOZbQOD","Korn",5969528,0,76,"rap","artist"
"3TOqt5oJwL9BE2NG9MEwDa","Disturbed",5757848,0,75,"rap","artist"
"10qaAJjsY1PMDwPnNwHKMz","DJ Shocca",9747,1,44,"rap","artist"
"6AMd49uBDJfhf30Ak2QR5s","Coi Leray",425662,0,71,"rap","artist"
"7uaIm6Pw7xplS8Dy06V6pT","Trevor Daniel",734215,0,68,"rap","artist"
"172d1Ks0mK3OBicOBdWlAR","Giovane Miska",6004,1,43,"rap","artist"
"59wfkuBoNyhDMQGCljbUbA","Diddy",1416385,0,74,"rap","artist"
"2VDZoCBGjxbHJbnzSX5nP6","Kxllswxtch",125436,0,72,"rap","artist"
"6bmlMHgSheBauioMgKv2tn","Powfu",1140908,0,73,"rap","artist"
"2d0hyoQ5ynDBnkvAbJKORj","Rage Against The Machine",5247677,0,72,"rap","artist"
"4IJczjB0fJ04gs4uvP0Fli","Gym Class Heroes",1427237,0,70,"rap","artist"
"7A8S43ryYdbWpJKeHRZRcq","JACKBOYS",510426,0,67,"rap","artist"
"4RddZ3iHvSpGV4dvATac9X","Papa Roach",4588383,0,73,"rap","artist"
"3uL4UpqShC4p2x1dJutoRW","Ghostemane",3012944,0,74,"rap","artist"
"2P5sC9cVZDToPxyomzF1UH","Joey Bada$$",2882519,0,75,"rap","artist"
"2qxJFvFYMEDqd7ui6kSAcq","Zedd",5881374,0,76,"rap","artist"
"3YwqjMyrRfuixi2pbgTGCE","Heuss L'enfoiré",1319895,0,67,"rap","artist"
"2pAWfrd7WFF3XhVt9GooDL","MF DOOM",1748295,0,77,"rap","artist"
"5g63iWaMJ2UrkZMkCC8dMi","Lil Tracy",608580,0,73,"rap","artist"
"3wyVrVrFCkukjdVIdirGVY","Lil Pump",7950910,0,67,"rap","artist"
"6758RYtQUoFGOvE0jUxQvK","Generic Animal",22191,1,44,"rap","artist"
"2Mu5NfyYm8n5iTomuKAEHl","Ms. Lauryn Hill",2345682,0,72,"rap","artist"
"1anyVhU62p31KFi8MEzkbf","Chance the Rapper",5811015,0,76,"rap","artist"
"4BFLElxtBEdsdwGA1kHTsx","ElGrandeToto",1756501,0,64,"rap","artist"
"237CwiTh0USBnyLOSC3FIW","Ex-Otago",125308,1,44,"rap","artist"
"6MxxMir5Ey3h9QxsGDfg4L","Mose",79310,1,43,"rap","artist"
"3tJoFztHeIJkJWMrx0td2f","Moneybagg Yo",3415853,0,78,"rap","artist"
"35B6bq5keTR1PYEahq1TAF","Sasso",168800,0,60,"rap","artist"
"4qXC0i02bSFstECuXP2ZpL","Blxst",374659,0,73,"rap","artist"
"21WS9wngs9AqFckK7yYJPM","PnB Rock",3669720,0,72,"rap","artist"
"4tujQJicOnuZRLiBFdp3Ou","Xzibit",1700061,0,67,"rap","artist"
"5IbEL2xjRtKsunfmsahLuO","$NOT",1268968,0,74,"rap","artist"
"28ExwzUQsvgJooOI0X1mr3","Jay Rock",1350106,0,73,"rap","artist"
"0CGxRo2G5p9IJn7U13ZBB2","Eris Gacha",42376,1,41,"rap","artist"
"26JloX1vHxGGrGUVeMItFJ","iamjakehill",495400,0,71,"rap","artist"
"0cGUm45nv7Z6M6qdXYQGTX","Kehlani",6505837,0,77,"rap","artist"
"0MBLQbpbPvJ4oXM0Cj4aKR","Trobi",32750,0,62,"rap","artist"
"2gBjLmx6zQnFGQJCAQpRgw","Nelly",2325471,0,76,"rap","artist"
"4xgOj3GP5I1do9ip0MQkLa","Ghemon",143968,1,42,"rap","artist"
"6C1ohJrd5VydigQtaGy5Wa","Joyner Lucas",1989645,0,72,"rap","artist"
"5IcR3N7QB1j6KBL8eImZ8m","ScHoolboy Q",4372943,0,74,"rap","artist"
"1ssrFpfMmM0vRx85eO2XKL","Fresh La Douille",141935,0,59,"rap","artist"
"1pPmIToKXyGdsCF6LmqLmI","Rich The Kid",2963018,0,69,"rap","artist"
"1BOlQSV8XJgH0adrCt1wUx","Piotta",63159,1,43,"rap","artist"
"6W5uA6CNMf3hd2j4a2XWCx","Naps",2367758,0,73,"rap","artist"
"2OAmo9IbfDhgPommOAgXqu","Anzj",15096,1,42,"rap","artist"
"2WKdxPFRD7IqZvlIAvhMgY","Fugees",1196055,0,67,"rap","artist"
"2S3cfp7M76ak6vFBIGEfhe","Neves17",33040,1,40,"rap","artist"
"5yG7ZAZafVaAlMTeBybKAL","Iggy Azalea",6242844,0,70,"rap","artist"
"5fSVkkuijRIpxuvSqysYiP","Snøw",139435,0,68,"rap","artist"
"1frFclUlmPhS4OmpTA1Wcb","Funkyman",498,0,40,"rap","artist"
"6O2zJ0tId7g07yzHtX0yap","Mobb Deep",1749664,0,68,"rap","artist"
"1VcAFcOFWGpmBdq1PvFTTm","Shama24k",5061,1,41,"rap","artist"
"0bBz5bRBkExaej2HxtVfCw","347aidan",406089,0,69,"rap","artist"
"1HwM5zlC5qNWhJtM00yXzG","DMX",3997233,0,71,"rap","artist"
"0U7ti3mwGrBNlKNE4YlbfT","Sierra Kidd",155531,0,68,"rap","artist"
"3KV3p5EY4AvKxOlhGHORLg","Jeremih",6122272,0,76,"rap","artist"
"6rYogEVj60BCIsLukpAnwr","Scarlxrd",1209169,0,70,"rap","artist"
"0UAfgrYSLcjHNocndTNjhH","Dybbukk",30767,0,67,"rap","artist"
"3sgFRtyBnxXD5ESfmbK4dl","LMFAO",4139657,0,68,"rap","artist"
"7wU2WGCJ8HxkekHHE2QLul","Fuego",263093,0,67,"rap","artist"
"15tvxTXbemwnKQq1aRoPpI","Frankie HI-NRG MC",96155,1,40,"rap","artist"
"2p4aN0Uxkk3iT3HK0cJ2cJ","Tokischa",310212,0,70,"rap","artist"
"4P0dddbxPil35MNN9G2MEX","Cypress Hill",1734934,0,69,"rap","artist"
"6evKD5JWJON3qPBJtUEmtY","G-Unit",2103288,0,64,"rap","artist"
"0vRvGUQVUjytro0xpb26bs","Arizona Zervas",700344,0,68,"rap","artist"
"6uHOqShw2mIXcOK0jwnqHx","Mike Defunto",434,0,40,"rap","artist"
"2KsP6tYLJlTBvSUxnwlVWa","Mike Posner",1322902,0,71,"rap","artist"
"7yntSJ6uojO3z6GFUVwhAW","CORPSE",2271786,0,71,"rap","artist"
"4d3yvTptO48nOYTPBcPFZC","Eve",1183736,0,68,"rap","artist"
"0b1sIQumIAsNbqAoIClSpy","j-hope",13426999,0,74,"rap","artist"
"2ExGrw6XpbtUAJHTLtUXUD","Stefflon Don",1088534,0,68,"rap","artist"
"4RXXjwdHGSZCek1QzucNOH","Nico Desideri",51515,1,40,"rap","artist"
"0RESbWvOMyua0yuyVrztJ5","Key Glock",1439653,0,76,"rap","artist"
"3Y7RZ31TRPVadSFVy1o8os","H.E.R.",5935882,0,77,"rap","artist"
"6fxyWrfmjcbj5d12gXeiNV","Denzel Curry",2105572,0,74,"rap","artist"
"5yaF4LUw7ON1RmE4O8Q03C","itssvd",71816,0,68,"rap","artist"
"2y246nnP9pQT0E6v3ZMMOO","Night Lovell",1207189,0,71,"rap","artist"
