"X1","X2","X3","X4","X5","X6","X7"
"0j8bZPtWT5Nf60PEarotFf","Nobraino",33878,1,33,"indie","artist"
"5Q81rlcTFh3k6DQJXPdsot","Mura Masa",636022,0,64,"indie","artist"
"4Ui2kfOqGujY81UcPrb5KE","HAIM",1239329,0,67,"indie","artist"
"4cUkGQyhLFqKHBtL58HYVp","Channel Tres",233580,0,62,"indie","artist"
"5EBlHXi71tDXnFtroEh7Rg","Naomi Wild",14045,0,59,"indie","artist"
"5lQwH3yb4bvUNnFG5DXMRW","SANTACHIARA",5936,1,32,"indie","artist"
"1g3dAnqp218LiNN9ng5dIh","Oscar Anton",54898,0,56,"indie","artist"
"7tjVFCxJdwT4NdrTmjyjQ6","Muni Long",211457,0,65,"indie","artist"
"16GcWuvvybAoaHr0NqT8Eh","Alabama Shakes",1567119,0,62,"indie","artist"
"16rCzZOMQX7P8Kmn5YKexI","Mahalia",836273,0,66,"indie","artist"
"4gHcu2JoaXJ0mV4aNPCd7N","Benny Sings",146317,0,65,"indie","artist"
"5Uy8Skuxzxf38jMDTndKIU","Populous",38375,1,47,"indie","artist"
"1A96iePIMNFBjLrjXEl718","Emma Louise",74435,0,58,"indie","artist"
"6DoH7ywD5BcQvjloe9OcIj","Ray LaMontagne",961779,0,65,"indie","artist"
"6JpZEemWmunccsrHXFUOgi","Tony Allen",115401,0,49,"indie","artist"
"5J3QKfJDFyjR3Q2qRcRaIU","Pity Party (Girls Club)",67587,0,64,"indie","artist"
"2kzl0mbOzpulBhj9KE6zMc","Il Muro Del Canto",12576,1,33,"indie","artist"
"3z6Gk257P9jNcZbBXJNX5i","Regina Spektor",1319552,0,63,"indie","artist"
"35RvGPQ1OxbEZknWyiaAcs","Two Another",84859,0,59,"indie","artist"
"2m1l9MLSslzup4vvokKgvQ","Villagers",224398,0,57,"indie","artist"
"1qcU8NabUQ5efQf8UGW6CV","The Whitest Boy Alive",369966,0,55,"indie","artist"
"6lyMYewq2SuTFIXgiv7OxH","Inhaler",246785,0,57,"indie","artist"
"5J81VungUjSVHxlPpTI9KG","Mild High Club",473883,0,64,"indie","artist"
"2RLRns6qSiW71iNV3lT0yC","GIALLORENZO",3095,1,32,"indie","artist"
"25pd339V2rRJo84USlcSRP","JAWNY",245837,0,64,"indie","artist"
"4jCIAMb0zEArF3GYEYzoDk","Joy Again",210319,0,64,"indie","artist"
"4fSPtBgFPZzygkY6MehwQ7","The Libertines",803048,0,57,"indie","artist"
"4dYQmk5ma04mZ1KJ9KkAQK","Kacy Hill",95738,0,63,"indie","artist"
"12VaqyEhgwDRuFfEqbnrpz","PJ Harvey",919712,0,59,"indie","artist"
"5sXaGoRLSpd7VeyZrLkKwt","Gregory Alan Isakov",705556,0,67,"indie","artist"
"3btzEQD6sugImIHPMRgkwV","Wolf Alice",602152,0,63,"indie","artist"
"6aAestjbtEbALwyIYPg8Na","LissA",15954,0,57,"indie","artist"
"34me8hAxavRmcDIwhxa3b7","Dent May",31574,0,62,"indie","artist"
"41Ue54Vb6iWx2dcdRCM6oH","Kazy Lambist",97295,0,54,"indie","artist"
"4zAOqBfNLyWFvj1e3yvypJ","Catching Flies",70751,0,60,"indie","artist"
"1rGpYQGiwKelukgqpI6xKx","Lucio Corsi",18806,1,32,"indie","artist"
"6I3MElirhT5t6Kf7p0hGk9","Duckwrth",399901,0,63,"indie","artist"
"64EHXDoln95lnccszdPum0","Royal & the Serpent",177692,0,64,"indie","artist"
"4u5smJBskI6Adzv08PuiUP","Kiiara",884903,0,62,"indie","artist"
"7FU0xCgmSYQEiBeevUqQ4S","Yoke Lore",160886,0,63,"indie","artist"
"2t9yJDJIEtvPmr2iRIdqBf","Fink",310968,0,56,"indie","artist"
"2pVoUbHGWdqQhoaT8rMFsk","ESSEHO",4020,1,32,"indie","artist"
"2RVvqRBon9NgaGXKfywDSs","Maisie Peters",445172,0,65,"indie","artist"
"6MFdJZPZF36B0YbmvCdfTR","Francesco Bianconi",10302,1,32,"indie","artist"
"3RReFwkOnOSrIkk826uxJT","Godblesscomputers",17621,1,37,"indie","artist"
"5z9wLR0RGBcWMXr4fCZW0K","Greentea Peng",281090,0,58,"indie","artist"
"6XYvaoDGE0VmRt83Jss9Sn","King Gizzard & The Lizard Wizard",911555,0,66,"indie","artist"
"6tpaMMCs8X6o8j9H5OmWmT","Yaya Bey",31556,0,61,"indie","artist"
"59sBwR0jPSTrbMtuTkRPN5","Wild Rivers",163196,0,67,"indie","artist"
"4C50EbCS11M0VbGyH3OfLt","Bahamas",358410,0,63,"indie","artist"
"4mLJ3XfOM5FPjSAWdQ2Jk7","Dr. Dog",463239,0,63,"indie","artist"
"4KJ6jujcNPzOyhdNoiNftp","lovelytheband",379108,0,63,"indie","artist"
"33tFkBLsl6f8TjKkV0uF0C","Lovejoy",1216889,0,68,"indie","artist"
"2iGwIqfIXRskkGakunO9sf","Miel De Montagne",50189,0,55,"indie","artist"
"2S9e1hAGqLqWcjanufgFcn","Marta Sui Tubi",58681,1,32,"indie","artist"
"3kVUvbeRdcrqQ3oHk5hPdx","Grouplove",1122759,0,65,"indie","artist"
"3UAk61T8PItbpgEi9u7ofY","Andrew Belle",226571,0,60,"indie","artist"
"3Fe3pszR2t4TOBVz41B1WR","The Oh Hellos",372626,0,63,"indie","artist"
"0ZGHrDv9xsaEJgRzfKLLQE","Nicolò Carnesi",13797,1,30,"indie","artist"
"0yytxwS39QiLpI9GM7cOuL","Il Teatro Degli Orrori",53015,1,30,"indie","artist"
"5Ti3nqsUZsSrsk3qcOADjK","Emma Nolde",6178,1,31,"indie","artist"
"2nAKP6etu8wXNnezKXgqgg","Viagra Boys",197105,0,57,"indie","artist"
"4llAOeA6kEF4ytaB2fsmcW","Lemon Demon",665415,0,65,"indie","artist"
"1evO4fwLsEkkPGq32dCix7","Aaron Taylor",86324,0,57,"indie","artist"
"1yYQg89rivVglzkO9Maxz4","Pornoriviste",21013,1,32,"indie","artist"
"0vqJkZ0RpLZixt3lTmD8vP","Whethan",254773,0,64,"indie","artist"
"1t20wYnTiAT0Bs7H1hv9Wt","EDEN",962733,0,65,"indie","artist"
"4hf3caW9H8uFwwbv5pFjcg","Jake Bugg",791585,0,59,"indie","artist"
"5AQAAs2emLmGYAd8UuNmbK","Quercia",7308,1,31,"indie","artist"
"13kMpt8IdcHcdxPLcJrgU2","Christopher Larkin",91559,0,60,"indie","artist"
"7Ij7JYPkWzIf5OOuLwD87L","Diaframma",27923,1,31,"indie","artist"
"4oMBP1OWXtmxyDhAj2aRyQ","Balthazar",270371,0,55,"indie","artist"
"5XenQ7XfcvQdfIbpLEFaKQ","GoldLink",824635,0,67,"indie","artist"
"5G9kmDLg3OeUyj8KVBLzbu","mike.",540012,0,69,"indie","artist"
"5BwsX8bXOFC1YnqSlyfOKM","redveil",144432,0,65,"indie","artist"
"3kzwYV3OCB010YfXMF0Avt","Alvvays",447936,0,63,"indie","artist"
"2D4FOOOtWycb3Aw9nY5n3c","Declan McKenna",883067,0,67,"indie","artist"
"0avMDS4HyoCEP6RqZJWpY2","Ethel Cain",149077,0,65,"indie","artist"
"6pF6MN603wSrisJcf7HS5v","Lonely God",76622,0,60,"indie","artist"
"6vVztIuqdDHvYWxOEXCzjN","SALES",514882,0,62,"indie","artist"
"6dgwEwnK0YtDfS9XhRwBTG","Broken Bells",567396,0,60,"indie","artist"
"5Wabl1lPdNOeIn0SQ5A1mp","Cocteau Twins",674816,0,65,"indie","artist"
"7mFpJKzyiLFqpU4KEUJREL","Tinturia",22032,1,31,"indie","artist"
"5YCc6xS5Gpj3EkaYGdjyNK","WOS",3317928,0,75,"indie","artist"
"0xPE374BH4ArrsddRO0xtn","Masamasa",8125,1,31,"indie","artist"
"5Gn7NoCZvbVlGgtZMILRcv","Satin Jackets",108287,0,58,"indie","artist"
"0XHM5ZNJDU8e4CfbWMeSzC","Roo Panes",199728,0,57,"indie","artist"
"4GoD5FJCgC0lbzde7ly44M","Biig Piig",223141,0,62,"indie","artist"
"6Tyzp9KzpiZ04DABQoedps","Little Dragon",645538,0,62,"indie","artist"
"6hl5k4gLl1p3sjhHcb57t2","Circa Waves",268682,0,61,"indie","artist"
"6g0mn3tzAds6aVeUYRsryU","The War On Drugs",861216,0,62,"indie","artist"
"62sC6lUEWRjbFqXpMmOk4G","Fugazi",443139,0,58,"indie","artist"
"6O4EGCCb6DoIiR6B1QCQgp","Toro y Moi",697216,0,64,"indie","artist"
"2TAqN8fwfaKauvviN4pOsv","JC Stewart",78010,0,57,"indie","artist"
"0ukgrNYk51TkMQr0f2Br4Q","Maverick Sabre",256250,0,62,"indie","artist"
"336vr2M3Va0FjyvB55lJEd","D'Angelo",1152577,0,62,"indie","artist"
"5XMyhVhi5ZN2pi0Qwi1zXS","Joy Crookes",359862,0,61,"indie","artist"
"0tRFWXqKBBQcu5oFVOgVzX","Jaira Burns",401202,0,62,"indie","artist"
"0wuuYZFptujAsRthrdea2B","Vendredi sur Mer",220761,0,55,"indie","artist"
"6fC2AcsQtd9h4BWELbbire","Peach Pit",692959,0,66,"indie","artist"
"3IWdvItNhmdo282Wwp0CwH","Tamino",314508,0,59,"indie","artist"
"4rGrN4XDYhP6dUAZMvcuHr","Caesars",71302,0,54,"indie","artist"
"55s643XPig11NyYM8do64C","Dolores O'Riordan",148960,0,38,"indie","artist"
"77mJc3M7ZT5oOVM7gNdXim","Her's",686140,0,65,"indie","artist"
"0vuVUiSyaPAgRfWh9chz39","Orchestraccia",8391,0,30,"indie","artist"
"5wFXmYsg3KFJ8BDsQudJ4f","Manchester Orchestra",484390,0,63,"indie","artist"
"1vVHevk2PD45epYnDi9CCc","Jack Stauber",1476619,0,64,"indie","artist"
"1m4KDTCtGzbN9Q09g7uXwn","Henry And The Waiter",19066,0,57,"indie","artist"
"3PP6ghmOlDl2jaKaH0avUN","Black Country, New Road",184987,0,58,"indie","artist"
"3ApUX1o6oSz321MMECyIYd","Quinn XCII",729533,0,69,"indie","artist"
"0wyMPXGfOuQzNR54ujR9Ix","Caamp",430356,0,69,"indie","artist"
"28EyduqESEOVMO6vglvaUZ","Joesef",87808,0,63,"indie","artist"
"0tbeZu9lv8YEKSQ9tZSslu","Amber Mark",366994,0,61,"indie","artist"
"0QrowybipCKUDnq5y10PD2","Amos Lee",449639,0,63,"indie","artist"
"7dOCnyDR2oEa1hQlvTXvdT","Cody Fry",216953,0,63,"indie","artist"
"6JVRYNneRsYNInT4TNr5vU","Matt Wertz",72478,0,56,"indie","artist"
"5UqTO8smerMvxHYA5xsXb6","Sonic Youth",975898,0,59,"indie","artist"
"3g2kUQ6tHLLbmkV7T4GPtL","Fiona Apple",1116657,0,64,"indie","artist"
"2RGQnFO3apO0KYTG8TVevb","I miei migliori complimenti",17557,1,29,"indie","artist"
"3GQboECxDT1xqPPWC30p7v","Charlotte Day Wilson",217373,0,62,"indie","artist"
"07D1Bjaof0NFlU32KXiqUP","Lucy Dacus",309960,0,65,"indie","artist"
"3Uqu1mEdkUJxPe7s31n1M9","Weyes Blood",322195,0,63,"indie","artist"
"066X20Nz7iquqkkCW6Jxy6","LCD Soundsystem",994641,0,60,"indie","artist"
"2kGBy2WHvF0VdZyqiVCkDT","Father John Misty",725854,0,64,"indie","artist"
"72X6FHxaShda0XeQw3vbeF","Slowdive",661753,0,61,"indie","artist"
"2uaMjmR0IE0K3oKTQrNZVQ","Genevieve Stokes",61575,0,61,"indie","artist"
"2lwjwKfYZCuPEJOo8t32CD","Bon Entendeur",197333,0,59,"indie","artist"
"0QBQgTnTS6JORFHr7k0KRJ","Gomma",18773,1,32,"indie","artist"
"2wJ4vsxWd7df7dRU4KcoDe","Sharon Van Etten",475840,0,58,"indie","artist"
"4kIwETcbpuFgRukE8o7Opx","Arlo Parks",490644,0,61,"indie","artist"
"0V7uVrIYr4FwFvUN9S4kYr","Nick Waterhouse",90784,0,52,"indie","artist"
"2sG4zTOLvjKG1PSoOyf5Ej","Brandi Carlile",696263,0,66,"indie","artist"
"2FovgCfOwN9iqbkCBlKFdT","Ellise",1260638,0,63,"indie","artist"
"0ErDKYNv448COBCNdnqYIm","Marco Castello",8878,1,32,"indie","artist"
"21TinSsF5ytwsfdyz5VSVS","dodie",1018218,0,64,"indie","artist"
"3lLHpTOJ11tWiUNGYN14gt","Rejjie Snow",385717,0,61,"indie","artist"
"6sHCvZe1PHrOAuYlwTLNH4","Gus Dapperton",465287,0,62,"indie","artist"
"6G7OerKc3eBO9sVkRNopFC","Cat Power",688996,0,58,"indie","artist"
"6anaeWEVZRRTdhWVMp1wnb","Maria Antonietta",22152,1,31,"indie","artist"
"6pJY5At9SiMpAOBrw9YosS","Folamour",145120,0,54,"indie","artist"
"2eam0iDomRHGBypaDQLwWI","Bleachers",587169,0,64,"indie","artist"
"3QFiymmbJlVBPpnrOatEAk","Myd",84302,0,57,"indie","artist"
"3pTE9iaJTkWns3mxpNQlJV","Bombay Bicycle Club",832138,0,59,"indie","artist"
"4kSGbjWGxTchKpIxXPJv0B","Crumb",444793,0,64,"indie","artist"
"2XzXLjXRSeFtsic4ieyLJy","Wilbur Soot",1625546,0,65,"indie","artist"
"4dju8CNgf5lL7VXgP3EAmo","Voina",11834,1,29,"indie","artist"
"4uSftVc3FPWe6RJuMZNEe9","Andrew Bird",543198,0,59,"indie","artist"
"0RpddSzUHfncUWNJXKOsjy","Neon Trees",1206186,0,66,"indie","artist"
"4596e2d3KmYzAeVenjCxfj","Free Nationals",236130,0,63,"indie","artist"
"4EteCyfdtWcMNo3LiCKtVk","Boreale",2257,1,29,"indie","artist"
"29yyPuky7khfsycbqK19uE","Victor Perry",3513,0,52,"indie","artist"
"5Boa1OVys1quSjbUmA6l0a","Tommaso Primo",8411,1,29,"indie","artist"
"3vldh5Ceynytj6Iglw4haP","Tommy Lefroy",45086,0,59,"indie","artist"
"6t9ucCmbp0yzfgKpSLl7XL","UNDRESSD",7969,0,54,"indie","artist"
"6p2HnfM955TI1bX34dkLnI","The Backseat Lovers",387130,0,69,"indie","artist"
"6pVyScwe03hSEWuNs0qeJ1","Colombre",15890,1,33,"indie","artist"
"2ueoLVCXQ948OfhVvAy3Nn","Perfume Genius",363400,0,56,"indie","artist"
"4qU7IJSReZnsLy5907Mtau","Richy Mitch & The Coal Miners",27788,0,64,"indie","artist"
"5o206eFLx38glA2bb4zqIU","Bright Eyes",563433,0,59,"indie","artist"
"4d53BMrRlQkrQMz5d59f2O","Mayer Hawthorne",274022,0,56,"indie","artist"
"0OltT51j3hIkgaDJqqPzDn","Nicola Cruz",323589,0,53,"indie","artist"
"7LImGq5KnzQobZciDJpeJb","Charlotte Lawrence",1058726,0,63,"indie","artist"
"26GHRG8x1F4AzbCKzUaIbw","Aquilo",296504,0,58,"indie","artist"
"3LjhVl7GzYsza1biQjTpaN","Hayley Kiyoko",1619146,0,62,"indie","artist"
"5bfb49rPCcTFUqn6SVX8nt","Whitemary",5261,1,31,"indie","artist"
"7KeN0XX71T4fGysIYLB5J5","Destroy Boys",307843,0,60,"indie","artist"
"2G8UkPZnQ8i78L8TfqP1X6","Christian Leave",363827,0,62,"indie","artist"
"3HDTwp8PjQxiENE3YZ6i2H","Daniele Sepe",10989,1,30,"indie","artist"
"5ictveRyhWRs8Gt8Dvt1hS","The Front Bottoms",607284,0,64,"indie","artist"
"0qG2Tf6fJaCuWKGz1IitKa","Moriarty",154565,0,55,"indie","artist"
"3Qei3mnDY6LrmJK6sYJdxo","Fauve",236289,0,51,"indie","artist"
"7uwY65fDg3FVJ8MkJ5QuZK","easy life",289595,0,61,"indie","artist"
"5hAhrnb0Ch4ODwWu4tsbpi","Yo La Tengo",450896,0,57,"indie","artist"
"5BRxWwvhe1BxvK6fs4V0dx","Lissom",8552,0,56,"indie","artist"
"5qRtt9DQNy64ig66kCWFjX","Robohands",43670,0,56,"indie","artist"
"7kOQR3ATctYUODFM38PUOI","Alberto Camerini",9130,1,29,"indie","artist"
"3RHoFGKe6KE3LLml7ujPKJ","The Reytons",65498,0,59,"indie","artist"
"3Ka3k9K2WStR52UJVtbJZW","Mild Minds",30057,0,62,"indie","artist"
"2vm8GdHyrJh2O2MfbQFYG0","Ingrid Michaelson",788799,0,62,"indie","artist"
"4wo1267SJuUfHgasdlfNfc","The Raconteurs",837744,0,60,"indie","artist"
"78CiW0UJbHspFaVuVexOK6","Charlie Cunningham",177654,0,57,"indie","artist"
"7MNEVabc4cs19CbzAFZmXz","Terrace Martin",133416,0,58,"indie","artist"
"1sCt49yDDtakx2SSVcvMQu","Fratelli Quintale",20959,1,28,"indie","artist"
"63XBtGSEZINSyXylZxEUbv","Victoria Monét",628278,0,66,"indie","artist"
"22vqVhfPJab5kkU9txDGX3","Q",158004,0,63,"indie","artist"
"0HyM2wwUfOsZYD4Dj5IOOZ","Alexandra Streliski",87095,0,60,"indie","artist"
"6jsjhAEteAlY0vCiLvMLBA","ROZES",113787,0,62,"indie","artist"
"6TdfKQvrdHZdr4DIzjuWOr","Canyon City",93309,0,54,"indie","artist"
"0Raaw7kr1Vzat4ZvHzjsJR","I DONT KNOW HOW BUT THEY FOUND ME",941379,0,63,"indie","artist"
"6EpzsiQuQ3dJas4vA6drGQ","See Maw",4585,1,32,"indie","artist"
"1QfEfvB62EEl4upf2ANKkR","Pip Millett",195424,0,58,"indie","artist"
"03uMw43UVu9MsQCcHVSGjX","Alice Phoebe Lou",251413,0,59,"indie","artist"
"2RP4pPHTXlQpDnO9LvR7Yt","Lianne La Havas",861180,0,59,"indie","artist"
"4mwdnO2jZrMmMVrjcHsZBv","Kenny Mason",112599,0,64,"indie","artist"
"1VQ8riQ31zVHtlxiCC9EZE","Will Wood",207129,0,63,"indie","artist"
"5Lhxlge1CR1DrgDAje8Qaw","NoMBe",194004,0,61,"indie","artist"
"3u9rbdcmA6CxjxOAkjaeFr","Kokoroko",225095,0,51,"indie","artist"
"5KkpGAowHvnttrJE1jNoyq","Il Pan Del Diavolo",18115,1,29,"indie","artist"
"0MoaBi6dSquXp6rrlqlF8R","Buscabulla",79503,0,66,"indie","artist"
"4yJHrytMK7mqtKsXVGaBNg","Fana Hues",45528,0,61,"indie","artist"
"7FDlvgcodNfC0IBdWevl4u","James Vincent McMorrow",585623,0,59,"indie","artist"
"1mwP5J1kB8clYx0SoNL0uh","Fabich",23954,0,53,"indie","artist"
"7xUZ4069zcyBM4Bn10NQ1c","Ásgeir",287494,0,55,"indie","artist"
"0nJaMZM8paoA5HEUTUXPqi","Bear's Den",290794,0,59,"indie","artist"
"5aMIbwZQvP2MHPMVC5zCGj","ODIE",251223,0,64,"indie","artist"
"5szdY7KaSi7epwyffrbV8c","Poolside",242953,0,59,"indie","artist"
"2dB4ya2W1Gvng8gjWSPu2H","Eivør",190828,0,57,"indie","artist"
"502gYHkFCtLzBIcU4ctPLd","Zeph",63931,0,61,"indie","artist"
"17Zu03OgBVxgLxWmRUyNOJ","Knxwledge",201624,0,64,"indie","artist"
"0K1q0nXQ8is36PzOKAMbNe","Spoon",601957,0,61,"indie","artist"
"4QYFjNac8XiU828KjV1oWA","Giorgieness",12139,1,28,"indie","artist"
"23wRPCFyOHaPhUVrsvg9eE","Thony",8367,1,32,"indie","artist"
"02YLJJnWC7YQVixkjEBRn7","Billie Marten",272226,0,59,"indie","artist"
"7sw3xJMTpdcpfssx17hfrb","Dabeull",92479,0,57,"indie","artist"
"3JfVpSTxPUXM5Vp7GSo8FJ","Herman Medrano",6771,0,27,"indie","artist"
"0VIiIxTNLeJOPoMLabwNtr","Florist",110352,0,59,"indie","artist"
"3ccVtqcqedranb7y8eywJ5","Blanco White",119244,0,57,"indie","artist"
"5PbpKlxQE0Ktl5lcNABoFf","Car Seat Headrest",568442,0,63,"indie","artist"
"1u55tvBnsxpf2DiFpg5nje","Sxrrxwland",19427,1,28,"indie","artist"
"43mWhBXSflupNLuNjM5vff","Soulwax",246404,0,52,"indie","artist"
"4DZifQP0B5j53Hw4KuMOnH","Appino",16628,1,28,"indie","artist"
"6wP8Zgqr5XdEcCPn97OBFl","BowLand",45610,0,29,"indie","artist"
"1bwUhKRmEkOZ1wuTnV9XjC","Beach Fossils",489108,0,60,"indie","artist"
"1LeVJ5GPeYDOVUjxx1y7Rp","Unknown Mortal Orchestra",759988,0,62,"indie","artist"
"0n94vC3S9c3mb2HyNAOcjg","The Head And The Heart",1023694,0,65,"indie","artist"
"2ooIqOf4X2uz4mMptXCtie","Neutral Milk Hotel",621767,0,58,"indie","artist"
"3yg8VEfEzpr8T9NkiEsycS","Jitwam",37920,0,53,"indie","artist"
"2P0hl2Wx1Zb04shTLfdWrv","Thru Collected",2872,1,29,"indie","artist"
"12zbUHbPHL5DGuJtiUfsip","Julien Baker",325856,0,63,"indie","artist"
"7Lk9V7E1u5gqSHmtcKlOqH","Sara Kays",355557,0,62,"indie","artist"
"0NB5HROxc8dDBXpkIi1v3d","Remi Wolf",342730,0,65,"indie","artist"
"3QTDHixorJelOLxoxcjqGx","SiR",784527,0,66,"indie","artist"
"4c0Z0oDeS1pLt1Rkaf6MLd","Bartolini",4291,1,29,"indie","artist"
"6xRlQCMpg8bmkHlluqDF7Z","Devin Kennedy",22890,0,65,"indie","artist"
"3ceQN2NVlLg1hgTzljDE4n","Half Moon Run",267337,0,57,"indie","artist"
"7rrTqtOUOwva4sgTx9C9F9","Joy Oladokun",113948,0,62,"indie","artist"
"1hkRfKGoJisJDbo6eSf1pg","Lewis OfMan",75628,0,52,"indie","artist"
"6ziYh8Enk7RYoWqEdkEvDn","Birthh",9398,1,29,"indie","artist"
"5BRAUN0yN8557PLRZIr02W","Ezra Collective",141596,0,53,"indie","artist"
"3TZ3WMTZ0zxiQw8cKTA4wA","Fine Before You Came",17662,1,28,"indie","artist"
"6fxk3UXHTFYET8qCT9WlBF","Kevin Morby",263954,0,55,"indie","artist"
"7D5oTJSXSHf51auG0106CQ","Benjamin Francis Leftwich",319826,0,54,"indie","artist"
"4UJoP20YISE92ophh9ivIa","Leo Pari",6447,1,27,"indie","artist"
"7KGI0OwY8iAL5rI5p47YyK","Tora",105758,0,58,"indie","artist"
"3V0ZQW0dNuVaFtbVYgSI24","Claire Rosinkranz",343143,0,63,"indie","artist"
"5hW4L92KnC6dX9t7tYM4Ve","Joni Mitchell",1262231,0,56,"indie","artist"
"0bZCak2tcRMY1dzEIuwF42","The Heavy",406016,0,59,"indie","artist"
"1bAdBYcsDdsbqmWbAE7qKR","JJ",27713,0,54,"indie","artist"
"5bepW5vcdRzheNc0F8lHJ5","Esperanza Spalding",339802,0,51,"indie","artist"
"5tuJdO9ezUCxJjJYLy9Ptp","Los Massadores",7006,0,27,"indie","artist"
"2i1CPudyCUjL50Wqjv8AMI","Alfa Mist",209269,0,52,"indie","artist"
"43JlwunhXm1oqdKyOa2Z9Y","Hiatus Kaiyote",529608,0,57,"indie","artist"
"4CWpoyuE7e9NvBkUSTmJfq","RŮDE",138596,0,55,"indie","artist"
"7vjRpVXoecwKTEsrb9iscj","Jadu Heart",95446,0,59,"indie","artist"
"7t00AYOoiQrcgNlpTkNer6","King Hannah",18526,0,39,"indie","artist"
"4eU1G77ExeXQw8FdsQA8It","MOX",4606,1,27,"indie","artist"
"3jzXlBF2157k4exx7idecs","Leif Vollebekk",93471,0,57,"indie","artist"
"34UhPkLbtFKRq3nmfFgejG","Mogwai",535958,0,52,"indie","artist"
"3ETLPQkcEd7z4k3IbZmXMq","Cleo Sol",330405,0,60,"indie","artist"
"7vml5svtVh2qBJxrzMHnps","Offlaga Disco Pax",27184,1,28,"indie","artist"
"6d1HqiWNEKV9zFqQM9WeYo","Romare",145155,0,51,"indie","artist"
"70S7xGDXv69V2vUv3z1PeT","Joe Barbieri",6642,1,32,"indie","artist"
"3BBCgZVbXFRzcnT1ewVfRt","TEMPOREX",282498,0,60,"indie","artist"
"4jwROPSUkTkohLCRiyjiZZ","DESTIN CONRAD",53845,0,63,"indie","artist"
"4M84umUNRbZy1mJleyyRM9","Vitalic",281582,0,51,"indie","artist"
"53k2km8u55n9YaJJB7scjX","carwash",75083,0,58,"indie","artist"
"0aLqxZ1Hht4j1C66IZ57oR","Memento",4103,1,28,"indie","artist"
"4S3VOqqGguEZu3vbJMig4t","Garrett Kato",39684,0,59,"indie","artist"
"2HOMW1liAxI3URnEq95SMS","MISSIO",491282,0,61,"indie","artist"
"062tCT8GVioC9EMiI9jeOV","BLK ODYSSY",29097,0,58,"indie","artist"
"3wury2nd8idV4GecUg5xze","Primal Scream",453789,0,55,"indie","artist"
"2efrqekWSHlvhATD50AG3m","Orion Sun",172900,0,64,"indie","artist"
"4NZvixzsSefsNiIqXn0NDe","Maggie Rogers",897662,0,66,"indie","artist"
"4lPl9gqgox3JDiaJ1yklKh","Tierra Whack",432801,0,61,"indie","artist"
"526SiOeohcxxzAqB1JCuQb","Jimmy Whoo",21741,0,52,"indie","artist"
"2BpAc5eK7Rz5GAwSp9UYXa","The Tallest Man On Earth",624950,0,55,"indie","artist"
"5EGOerlVYxwqxaTLEWumBR","Synapson",137398,0,54,"indie","artist"
"6Yae9Ia1nq6JLLojBzwN1r","HNNY",119169,0,55,"indie","artist"
"0z9hynUsIjf0ddI4uHqPWX","Dustin Tebbutt",128546,0,58,"indie","artist"
"6RubjTZ123VH3iDaGbi7hM","Vipra",6676,1,27,"indie","artist"
"6beUvFUlKliUYJdLOXNj9C","King Princess",1658724,0,62,"indie","artist"
"2xe8IXgCTpwHE3eA9hTs4n","BANKS",1028329,0,61,"indie","artist"
"06bun5reMRmLxFCbcB6UHW","The Tech Thieves",88379,0,56,"indie","artist"
"5xHSFXA7H8RCwY9FAHqMtf","Luca Carocci",2321,1,27,"indie","artist"
"0vTVU0KH0CVzijsoKGsTPl","Barry Can't Swim",33468,0,56,"indie","artist"
"142YBUGmLWCJigFLzgguf8","Gang of Youths",352080,0,61,"indie","artist"
"7c5qu1gNlg8jWDzzmlp89O","Kraak & Smaak",91487,0,53,"indie","artist"
"6TVVIyd0fsRDGg6WzHKyTP","Durand Jones & The Indications",268834,0,59,"indie","artist"
"2dJTa3mUidZAO9sKcY72tK","Ben L'Oncle Soul",267837,0,54,"indie","artist"
"24GE8PrrmxG6XocV1UQPmP","Massimo Volume",24638,1,29,"indie","artist"
"7hOGhpa8RMSuDOWntGIAJt","A R I Z O N A",396571,0,60,"indie","artist"
"4AGNJdJiVltImYk1UTLE0K","Sports",137488,0,60,"indie","artist"
"1mSJCvDX0W7Dn7S9C6vmvI","Anna of the North",201881,0,61,"indie","artist"
"5lcDGoJUr5WY5bCFAfYbCU","KIRBY",95158,0,57,"indie","artist"
"1FiWBzw15KbR9amOb1Xnxp","Odezenne",126827,0,53,"indie","artist"
"7K5Lm5dxoEwEpOS0Fc3l3s","Anaïs Mitchell",60924,0,62,"indie","artist"
"69tiO1fG8VWduDl3ji2qhI","Mt. Joy",334401,0,68,"indie","artist"
"27jRNjIvlUcGN7FBRDnqhp","Matt Berninger",76598,0,50,"indie","artist"
"66YGDwn22fjphzqGCSIbbK","Reignwolf",157556,0,57,"indie","artist"
"05HjXsZCR2S4JW473HsFvp","Benjamin Amaru",32579,0,54,"indie","artist"
"6HQYnRM4OzToCYPpVBInuU","Kamasi Washington",411659,0,56,"indie","artist"
"0qZyvjwZauLmrobrpJmvib","Dream, Ivory",156434,0,61,"indie","artist"
"3HR1xtIsUefdFnkI1XHgeA","The Dead South",624875,0,60,"indie","artist"
"7wxtjKgJEIEs7ty2lZiEdZ","Alessio Bondì",6713,1,27,"indie","artist"
"3ygDrih0OLuFhr0O3DKu0d","Lello Analfino",3128,0,27,"indie","artist"
"7omzannyG2lfDqP5xyZo34","Joshua Radin",382724,0,55,"indie","artist"
